id_venta,isbn,titulo,autor,categoria,precio_eur,cantidad,edad_cliente,genero_cliente,fecha_venta,formato,canal_venta,tienda,metodo_pago,valoracion_cliente
V000940,978-6-45093-167-3,Paula,Isabel Allende,Biografía,15.9,1,36,No binario,2025-11-21,Bolsillo,Física,Librería Valencia Centro,PayPal,5
V000941,978-1-48469-545-2,Origen,Dan Brown,Thriller,21.89,1,42,No binario,2025-06-28,Kindle,Online,Tienda Online,PayPal,2
V000942,978-8-36062-833-8,Crónicas marcianas,Ray Bradbury,Ciencia Ficción,15.96,2,46,No binario,2024-12-03,Kindle,Online,Tienda Online,Bizum,4
V000943,978-6-10282-499-4,Patria,Fernando Aramburu,Ficción,19.9,1,56,Prefiere no decir,2024-12-08,Tapa dura,Física,Librería Sevilla Triana,PayPal,5
V000944,978-7-80284-227-6,El Señor de los Anillos,J.R.R. Tolkien,Fantasía,29.9,3,34,Masculino,2024-01-10,Tapa dura,Online,Tienda Online,PayPal,5
V000945,978-4-97684-597-3,American Gods,Neil Gaiman,Fantasía,19.9,1,23,No binario,2025-09-29,Bolsillo,Física,Librería Gran Vía,Tarjeta,2
V000946,978-7-19071-878-8,El poder del ahora,Eckhart Tolle,Autoayuda,15.65,1,41,No binario,2025-07-03,Tapa dura,Física,Librería Gran Vía,Tarjeta,
V000947,978-8-11504-796-1,El código Da Vinci,Dan Brown,Thriller,16.9,1,30,No binario,2023-12-23,Bolsillo,Física,Librería Gran Vía,Efectivo,5
V000948,978-5-50306-345-0,Homo Deus,Yuval Noah Harari,Ensayo,24.09,2,70,Masculino,2025-02-17,Tapa dura,Física,Librería Sevilla Triana,Tarjeta,
V000949,978-0-62772-845-5,Drácula,Bram Stoker,Terror,12.9,1,47,Masculino,2023-05-28,Kindle,Online,Tienda Online,Bizum,4
V000950,978-3-76237-716-0,Fahrenheit 451,Ray Bradbury,Ciencia Ficción,13.9,1,61,No binario,2025-08-28,Bolsillo,Online,Tienda Online,Transferencia,
V000951,978-9-78522-423-4,Maus,Art Spiegelman,Cómic,16.9,1,17,Prefiere no decir,2024-07-16,Bolsillo,Online,Tienda Online,Transferencia,5
V000952,978-9-20745-529-9,Watchmen,Alan Moore,Cómic,21.9,3,35,No binario,2024-02-16,Bolsillo,Online,Tienda Online,Bizum,4
V000953,978-1-40512-987-1,Los juegos del hambre,Suzanne Collins,Fantasía Juvenil,16.39,1,11,Masculino,2025-02-23,Tapa dura,Física,Librería Central Madrid,PayPal,4
V000954,978-9-78522-423-4,Maus,Art Spiegelman,Cómic,17.75,2,53,Femenino,2024-11-20,Bolsillo,Online,Tienda Online,Efectivo,4
V000955,978-9-93227-275-8,Los hermanos Karamázov,Fiódor Dostoyevski,Clásico,18.9,1,69,Femenino,2023-07-25,Tapa dura,Online,Tienda Online,Bizum,5
V000956,978-2-92240-263-6,La casa de Bernarda Alba,Federico García Lorca,Teatro,10.4,2,70,Masculino,2024-02-04,Kindle,Online,Tienda Online,Transferencia,4
V000957,978-5-85674-296-1,Harry Potter y la cámara secreta,J.K. Rowling,Fantasía Juvenil,12.72,1,12,No binario,2025-02-17,Bolsillo,Online,Tienda Online,Tarjeta,3
V000958,978-8-44973-887-5,Ángeles y demonios,Dan Brown,Thriller,16.9,1,49,Masculino,2023-08-30,Bolsillo,Física,Librería Barcelona Gòtic,PayPal,5
V000959,978-0-22224-871-3,Un mundo sin fin,Ken Follett,Histórica,22.9,1,33,No binario,2024-03-07,Kindle,Online,Tienda Online,PayPal,4
V000960,978-8-21395-704-6,1984,George Orwell,Ciencia Ficción,14.9,1,31,Masculino,2025-08-27,Kindle,Online,Tienda Online,Efectivo,4
V000961,978-5-85674-296-1,Harry Potter y la cámara secreta,J.K. Rowling,Fantasía Juvenil,17.49,2,16,Masculino,2023-04-19,Bolsillo,Online,Tienda Online,Efectivo,4
V000962,978-5-85674-296-1,Harry Potter y la cámara secreta,J.K. Rowling,Fantasía Juvenil,15.9,1,15,No binario,2024-12-03,Bolsillo,Online,Tienda Online,Bizum,3
V000963,978-9-18326-494-6,Romancero gitano,Federico García Lorca,Poesía,11.99,1,58,Femenino,2024-11-12,Bolsillo,Online,Tienda Online,Transferencia,5
V000964,978-3-31417-573-6,Ana Karenina,León Tolstói,Clásico,16.9,3,47,Prefiere no decir,2024-11-09,Bolsillo,Física,Librería Central Madrid,Transferencia,4
V000965,978-6-10282-499-4,Patria,Fernando Aramburu,Ficción,16.91,1,60,No binario,2023-02-14,Kindle,Online,Tienda Online,PayPal,5
V000966,978-7-47388-533-8,Los besos,Manuel Vilas,Ficción,16.06,1,48,Prefiere no decir,2024-02-12,Tapa dura,Física,Librería Valencia Centro,Transferencia,4
V000967,978-3-84364-180-1,21 lecciones para el siglo XXI,Yuval Noah Harari,Ensayo,19.9,2,50,No binario,2023-10-22,Tapa dura,Online,Tienda Online,PayPal,4
V000968,978-8-27342-840-9,Stardust,Neil Gaiman,Fantasía,16.7,1,52,No binario,2023-11-29,Kindle,Online,Tienda Online,Efectivo,1
V000969,978-0-51104-158-0,Manual de cocina fácil,Karlos Arguiñano,Cocina,17.9,1,25,Prefiere no decir,2023-04-10,Bolsillo,Física,Librería Central Madrid,Efectivo,5
V000970,978-2-18981-709-1,Una breve historia del tiempo,Stephen Hawking,Ciencia,15.21,1,49,No binario,2024-08-06,Bolsillo,Online,Tienda Online,PayPal,5
V000971,978-9-71348-641-4,Veinte poemas de amor,Pablo Neruda,Poesía,8.91,1,64,Masculino,2023-11-21,Bolsillo,Física,Librería Central Madrid,Efectivo,5
V000972,978-4-93748-619-9,Perdida,Gillian Flynn,Thriller,16.5,1,56,Femenino,2025-12-02,Tapa dura,Online,Tienda Online,PayPal,5
V000973,978-0-51104-158-0,Manual de cocina fácil,Karlos Arguiñano,Cocina,17.9,1,25,Prefiere no decir,2023-07-19,Kindle,Online,Tienda Online,PayPal,
V000974,978-3-85880-708-0,Persépolis,Marjane Satrapi,Cómic,15.9,1,54,Masculino,2025-10-27,Tapa dura,Online,Tienda Online,Bizum,5
V000975,978-5-85674-296-1,Harry Potter y la cámara secreta,J.K. Rowling,Fantasía Juvenil,17.49,1,11,Masculino,2025-10-17,Kindle,Online,Tienda Online,PayPal,4
V000976,978-7-77839-562-1,El principito,Antoine de Saint-Exupéry,Infantil,9.9,1,7,Femenino,2024-06-15,Tapa dura,Física,Librería Sevilla Triana,Tarjeta,5
V000977,978-6-94259-569-2,El juego del ángel,Carlos Ruiz Zafón,Ficción,18.5,1,52,Prefiere no decir,2023-04-02,Bolsillo,Online,Tienda Online,Transferencia,5
V000978,978-2-18981-709-1,Una breve historia del tiempo,Stephen Hawking,Ciencia,16.9,2,65,No binario,2023-10-01,Tapa dura,Online,Tienda Online,Efectivo,5
V000979,978-5-74042-119-1,Sapiens,Yuval Noah Harari,Ensayo,23.0,2,25,Femenino,2023-01-24,Bolsillo,Online,Tienda Online,Bizum,5
V000980,978-9-20745-529-9,Watchmen,Alan Moore,Cómic,17.52,2,31,Femenino,2023-10-29,Bolsillo,Física,Librería Sevilla Triana,PayPal,5
V000981,978-5-19287-626-3,Coraline,Neil Gaiman,Fantasía Juvenil,15.29,1,15,Prefiere no decir,2023-09-05,Bolsillo,Física,Librería Gran Vía,Bizum,4
V000982,978-6-10282-499-4,Patria,Fernando Aramburu,Ficción,20.89,1,67,Prefiere no decir,2025-02-19,Kindle,Online,Tienda Online,PayPal,4
V000983,978-1-40512-987-1,Los juegos del hambre,Suzanne Collins,Fantasía Juvenil,13.41,1,21,Femenino,2025-10-30,Tapa dura,Online,Tienda Online,Tarjeta,5
V000984,978-7-19071-878-8,El poder del ahora,Eckhart Tolle,Autoayuda,16.39,2,21,No binario,2024-10-13,Tapa dura,Online,Tienda Online,PayPal,3
V000985,978-9-44671-926-0,El Hobbit,J.R.R. Tolkien,Fantasía,16.9,1,20,Masculino,2023-07-11,Tapa dura,Online,Tienda Online,PayPal,4
V000986,978-4-10851-877-2,El nombre del viento,Patrick Rothfuss,Fantasía,19.71,1,39,Prefiere no decir,2025-03-25,Kindle,Online,Tienda Online,Tarjeta,5
V000987,978-1-13278-859-4,Cien años de soledad,Gabriel García Márquez,Ficción,18.9,4,22,Masculino,2025-12-05,Kindle,Online,Tienda Online,Transferencia,5
V000988,978-2-63269-597-7,La chica de nieve,Javier Castillo,Thriller,18.9,1,46,Prefiere no decir,2023-05-29,Bolsillo,Online,Tienda Online,Transferencia,4
V000989,978-0-13905-195-3,Rebelión en la granja,George Orwell,Ficción,10.0,2,72,Prefiere no decir,2025-04-22,Bolsillo,Física,Librería Barcelona Gòtic,Efectivo,3
V000990,978-7-80284-227-6,El Señor de los Anillos,J.R.R. Tolkien,Fantasía,23.92,1,17,No binario,2023-09-07,Bolsillo,Física,Librería Central Madrid,PayPal,3
V000991,978-7-10425-839-4,El paciente silencioso,Alex Michaelides,Thriller,14.32,1,30,Masculino,2025-11-03,Kindle,Online,Tienda Online,Efectivo,5
V000992,978-8-33416-619-1,La chica del tren,Paula Hawkins,Thriller,15.9,2,58,Prefiere no decir,2024-05-30,Bolsillo,Física,Librería Gran Vía,Tarjeta,4
V000993,978-7-80284-227-6,El Señor de los Anillos,J.R.R. Tolkien,Fantasía,29.9,1,50,No binario,2024-10-09,Kindle,Online,Tienda Online,PayPal,5
V000994,978-1-16175-981-1,Pedro Páramo,Juan Rulfo,Clásico,10.32,1,49,Femenino,2024-03-29,Tapa dura,Física,Librería Sevilla Triana,Transferencia,5
V000995,978-8-31643-371-8,Hábitos atómicos,James Clear,Autoayuda,19.84,2,31,Masculino,2024-11-01,Kindle,Online,Tienda Online,Efectivo,4
V000996,978-6-94259-569-2,El juego del ángel,Carlos Ruiz Zafón,Ficción,18.5,1,17,Prefiere no decir,2025-08-25,Tapa dura,Online,Tienda Online,Tarjeta,3
V000997,978-3-31417-573-6,Ana Karenina,León Tolstói,Clásico,16.9,1,61,No binario,2024-01-09,Kindle,Online,Tienda Online,Efectivo,3
V000998,978-6-34957-196-1,El resplandor,Stephen King,Terror,19.84,1,71,No binario,2025-09-01,Kindle,Online,Tienda Online,PayPal,5
V000999,978-6-38893-559-9,Dune,Frank Herbert,Ciencia Ficción,25.19,1,69,No binario,2024-04-16,Bolsillo,Online,Tienda Online,Efectivo,5
V001000,978-3-17665-693-8,La familia de Pascual Duarte,Camilo José Cela,Clásico,10.96,1,25,Femenino,2025-01-23,Tapa dura,Física,Librería Central Madrid,Transferencia,
V001001,978-5-19287-626-3,Coraline,Neil Gaiman,Fantasía Juvenil,11.81,1,20,Masculino,2023-08-29,Kindle,Online,Tienda Online,Tarjeta,4
V001002,978-2-26828-775-7,Los cuatro acuerdos,Miguel Ruiz,Autoayuda,10.32,2,27,Prefiere no decir,2023-04-02,Tapa dura,Online,Tienda Online,Efectivo,5
V001003,978-1-16175-981-1,Pedro Páramo,Juan Rulfo,Clásico,12.9,1,28,No binario,2025-03-15,Tapa dura,Física,Librería Sevilla Triana,PayPal,4
V001004,978-6-46434-564-5,En llamas,Suzanne Collins,Fantasía Juvenil,12.66,1,10,Prefiere no decir,2024-11-11,Kindle,Online,Tienda Online,PayPal,4
V001005,978-0-40007-169-0,El Principito ilustrado,Antoine de Saint-Exupéry,Infantil,15.9,2,10,No binario,2023-05-13,Bolsillo,Online,Tienda Online,PayPal,5
V001006,978-6-94259-569-2,El juego del ángel,Carlos Ruiz Zafón,Ficción,14.8,1,38,Prefiere no decir,2024-07-15,Tapa dura,Online,Tienda Online,Efectivo,5
V001007,978-3-28131-621-7,El Aleph,Jorge Luis Borges,Clásico,11.12,1,51,No binario,2024-10-19,Bolsillo,Online,Tienda Online,Transferencia,3
V001008,978-9-71348-641-4,Veinte poemas de amor,Pablo Neruda,Poesía,9.9,2,39,Femenino,2025-08-28,Tapa dura,Física,Librería Barcelona Gòtic,PayPal,4
V001009,978-2-26828-775-7,Los cuatro acuerdos,Miguel Ruiz,Autoayuda,12.9,4,26,Femenino,2023-01-31,Bolsillo,Online,Tienda Online,Bizum,3
V001010,978-8-27342-840-9,Stardust,Neil Gaiman,Fantasía,15.9,3,21,Masculino,2025-02-21,Kindle,Online,Tienda Online,Bizum,
V001011,978-6-54597-384-2,El temor de un hombre sabio,Patrick Rothfuss,Fantasía,24.9,1,25,Masculino,2024-01-24,Tapa dura,Online,Tienda Online,PayPal,4
V001012,978-8-31643-371-8,Hábitos atómicos,James Clear,Autoayuda,19.84,1,54,Masculino,2025-02-24,Bolsillo,Online,Tienda Online,Transferencia,5
V001013,978-6-22676-467-5,Choque de Reyes,George R.R. Martin,Fantasía,21.89,1,70,No binario,2023-07-09,Bolsillo,Física,Librería Central Madrid,PayPal,5
V001014,978-0-62772-845-5,Drácula,Bram Stoker,Terror,14.19,2,32,No binario,2025-10-17,Tapa dura,Online,Tienda Online,Efectivo,
V001015,978-2-63269-597-7,La chica de nieve,Javier Castillo,Thriller,16.06,1,38,Femenino,2025-04-23,Tapa dura,Física,Librería Sevilla Triana,Efectivo,5
V001016,978-9-78522-423-4,Maus,Art Spiegelman,Cómic,13.52,1,73,Prefiere no decir,2025-04-16,Bolsillo,Online,Tienda Online,Bizum,3
V001017,978-3-84364-180-1,21 lecciones para el siglo XXI,Yuval Noah Harari,Ensayo,19.9,1,22,No binario,2024-11-14,Bolsillo,Online,Tienda Online,Transferencia,5
V001018,978-3-17665-693-8,La familia de Pascual Duarte,Camilo José Cela,Clásico,14.19,2,34,Prefiere no decir,2025-12-05,Kindle,Online,Tienda Online,Efectivo,4
V001019,978-2-58520-463-3,Sinsajo,Suzanne Collins,Fantasía Juvenil,12.66,1,10,Femenino,2025-11-09,Tapa dura,Online,Tienda Online,Tarjeta,4
V001020,978-1-40512-987-1,Los juegos del hambre,Suzanne Collins,Fantasía Juvenil,15.65,3,19,Prefiere no decir,2025-01-18,Bolsillo,Online,Tienda Online,Bizum,5
V001021,978-1-13278-859-4,Cien años de soledad,Gabriel García Márquez,Ficción,17.01,1,47,Masculino,2023-07-25,Kindle,Online,Tienda Online,Transferencia,
V001022,978-8-44973-887-5,Ángeles y demonios,Dan Brown,Thriller,16.9,1,66,Masculino,2024-04-15,Tapa dura,Física,Librería Valencia Centro,Efectivo,5
V001023,978-3-14207-924-5,La casa de los espíritus,Isabel Allende,Ficción,16.11,1,21,No binario,2025-09-05,Tapa dura,Online,Tienda Online,Bizum,4
V001024,978-2-17455-620-1,Cosmos,Carl Sagan,Ciencia,20.79,3,51,Femenino,2023-08-23,Kindle,Online,Tienda Online,Transferencia,4
V001025,978-0-40007-169-0,El Principito ilustrado,Antoine de Saint-Exupéry,Infantil,13.52,1,11,Masculino,2023-01-14,Tapa dura,Física,Librería Gran Vía,PayPal,
V001026,978-4-28301-352-8,El prisionero del cielo,Carlos Ruiz Zafón,Ficción,17.9,1,28,Prefiere no decir,2025-02-01,Kindle,Online,Tienda Online,Tarjeta,4
V001027,978-2-63269-597-7,La chica de nieve,Javier Castillo,Thriller,18.9,1,54,No binario,2023-03-01,Tapa dura,Física,Librería Barcelona Gòtic,PayPal,3
V001028,978-5-50306-345-0,Homo Deus,Yuval Noah Harari,Ensayo,21.9,1,52,Masculino,2025-10-05,Bolsillo,Online,Tienda Online,Tarjeta,4
V001029,978-9-65461-316-8,"Padre rico, padre pobre",Robert Kiyosaki,Finanzas,16.9,1,39,Femenino,2025-11-10,Kindle,Online,Tienda Online,PayPal,1
V001030,978-0-40007-169-0,El Principito ilustrado,Antoine de Saint-Exupéry,Infantil,13.52,1,12,Masculino,2024-01-18,Bolsillo,Online,Tienda Online,Bizum,5
V001031,978-1-16630-767-8,Los pilares de la Tierra,Ken Follett,Histórica,23.0,1,65,Prefiere no decir,2025-04-19,Tapa dura,Física,Librería Barcelona Gòtic,Efectivo,4
V001032,978-8-68800-243-6,El extranjero,Albert Camus,Clásico,12.9,2,16,No binario,2025-01-14,Kindle,Online,Tienda Online,Efectivo,4
V001033,978-4-97684-597-3,American Gods,Neil Gaiman,Fantasía,20.89,1,23,Masculino,2025-08-19,Kindle,Online,Tienda Online,Bizum,5
V001034,978-9-72493-614-8,El chef en casa,Jamie Oliver,Cocina,17.91,1,21,Femenino,2025-02-17,Bolsillo,Online,Tienda Online,Efectivo,4
V001035,978-0-22224-871-3,Un mundo sin fin,Ken Follett,Histórica,19.46,1,46,Masculino,2024-02-25,Kindle,Online,Tienda Online,PayPal,3
V001036,978-8-11504-796-1,El código Da Vinci,Dan Brown,Thriller,15.21,1,26,Femenino,2024-09-29,Bolsillo,Online,Tienda Online,Bizum,1
V001037,978-3-99733-432-0,Don Quijote de la Mancha,Miguel de Cervantes,Clásico,21.89,2,16,No binario,2025-11-09,Bolsillo,Online,Tienda Online,Tarjeta,5
V001038,978-2-58520-463-3,Sinsajo,Suzanne Collins,Fantasía Juvenil,14.9,1,17,No binario,2024-12-03,Tapa dura,Física,Librería Sevilla Triana,Transferencia,3
V001039,978-2-58520-463-3,Sinsajo,Suzanne Collins,Fantasía Juvenil,11.92,1,19,Femenino,2024-08-25,Tapa dura,Online,Tienda Online,PayPal,5
V001040,978-3-39256-242-1,El amor en los tiempos del cólera,Gabriel García Márquez,Ficción,14.88,1,25,Prefiere no decir,2025-01-03,Tapa dura,Física,Librería Sevilla Triana,Efectivo,2
V001041,978-9-51245-317-7,La sombra del viento,Carlos Ruiz Zafón,Ficción,20.35,2,61,No binario,2024-03-27,Bolsillo,Online,Tienda Online,PayPal,4
V001042,978-9-38864-107-1,James y el melocotón gigante,Roald Dahl,Infantil,11.45,3,11,Femenino,2023-12-11,Kindle,Online,Tienda Online,PayPal,5
V001043,978-9-38864-107-1,James y el melocotón gigante,Roald Dahl,Infantil,11.45,1,5,Masculino,2023-11-23,Tapa dura,Online,Tienda Online,PayPal,3
V001044,978-9-78522-423-4,Maus,Art Spiegelman,Cómic,16.9,2,19,Prefiere no decir,2025-03-26,Bolsillo,Online,Tienda Online,Bizum,
V001045,978-5-74042-119-1,Sapiens,Yuval Noah Harari,Ensayo,23.0,1,67,Femenino,2023-06-01,Bolsillo,Online,Tienda Online,Bizum,2
V001046,978-3-99733-432-0,Don Quijote de la Mancha,Miguel de Cervantes,Clásico,17.91,1,37,Prefiere no decir,2024-04-13,Kindle,Online,Tienda Online,Tarjeta,3
V001047,978-5-19287-626-3,Coraline,Neil Gaiman,Fantasía Juvenil,11.12,1,14,No binario,2024-02-10,Kindle,Online,Tienda Online,Transferencia,
V001048,978-4-10851-877-2,El nombre del viento,Patrick Rothfuss,Fantasía,24.09,1,67,Femenino,2025-11-30,Tapa dura,Física,Librería Sevilla Triana,Transferencia,5
V001049,978-3-54118-204-1,Juego de Tronos,George R.R. Martin,Fantasía,19.9,1,75,Femenino,2025-01-24,Tapa dura,Física,Librería Barcelona Gòtic,Tarjeta,5
V001050,978-9-78522-423-4,Maus,Art Spiegelman,Cómic,16.9,2,17,Masculino,2025-08-14,Tapa dura,Online,Tienda Online,Transferencia,3
V001051,978-3-62923-222-9,El gen egoísta,Richard Dawkins,Ciencia,17.9,3,48,Femenino,2025-03-22,Bolsillo,Online,Tienda Online,Transferencia,5
V001052,978-8-11504-796-1,El código Da Vinci,Dan Brown,Thriller,18.59,1,56,Masculino,2023-12-10,Bolsillo,Física,Librería Valencia Centro,Transferencia,5
V001053,978-1-13278-859-4,Cien años de soledad,Gabriel García Márquez,Ficción,18.9,1,49,No binario,2023-09-07,Tapa dura,Online,Tienda Online,Tarjeta,5
V001054,978-3-62565-160-2,El día que se perdió la cordura,Javier Castillo,Thriller,18.9,1,27,No binario,2024-03-28,Bolsillo,Online,Tienda Online,Bizum,5
V001055,978-3-62923-222-9,El gen egoísta,Richard Dawkins,Ciencia,18.79,1,17,No binario,2025-10-05,Tapa dura,Física,Librería Valencia Centro,Transferencia,4
V001056,978-6-56438-533-6,Misery,Stephen King,Terror,18.59,1,35,Femenino,2025-05-31,Kindle,Online,Tienda Online,Tarjeta,3
V001057,978-3-99733-432-0,Don Quijote de la Mancha,Miguel de Cervantes,Clásico,19.9,1,64,No binario,2024-04-17,Bolsillo,Online,Tienda Online,Tarjeta,5
V001058,978-7-17100-789-1,Carrie,Stephen King,Terror,14.9,1,29,Femenino,2024-03-18,Bolsillo,Online,Tienda Online,Bizum,4
V001059,978-5-19287-626-3,Coraline,Neil Gaiman,Fantasía Juvenil,13.9,3,20,Masculino,2023-12-25,Tapa dura,Física,Librería Sevilla Triana,PayPal,4
V001060,978-2-17455-620-1,Cosmos,Carl Sagan,Ciencia,19.84,2,40,Masculino,2025-03-20,Bolsillo,Online,Tienda Online,Bizum,5
V001061,978-1-16630-767-8,Los pilares de la Tierra,Ken Follett,Histórica,17.52,1,16,Prefiere no decir,2023-05-15,Tapa dura,Online,Tienda Online,Transferencia,5
V001062,978-6-46434-564-5,En llamas,Suzanne Collins,Fantasía Juvenil,11.92,1,17,No binario,2024-01-21,Tapa dura,Física,Librería Valencia Centro,Tarjeta,5
V001063,978-0-51104-158-0,Manual de cocina fácil,Karlos Arguiñano,Cocina,18.79,3,60,No binario,2025-02-09,Bolsillo,Online,Tienda Online,PayPal,4
V001064,978-6-38893-559-9,Dune,Frank Herbert,Ciencia Ficción,24.04,1,23,No binario,2023-11-28,Bolsillo,Física,Librería Barcelona Gòtic,Tarjeta,5
V001065,978-0-51104-158-0,Manual de cocina fácil,Karlos Arguiñano,Cocina,14.32,2,52,No binario,2025-08-05,Tapa dura,Online,Tienda Online,Tarjeta,3
V001066,978-8-36062-833-8,Crónicas marcianas,Ray Bradbury,Ciencia Ficción,15.96,2,49,Femenino,2024-01-24,Tapa dura,Online,Tienda Online,PayPal,4
V001067,978-8-33416-619-1,La chica del tren,Paula Hawkins,Thriller,14.31,1,30,Masculino,2023-03-29,Kindle,Online,Tienda Online,Bizum,5
V001068,978-1-48469-545-2,Origen,Dan Brown,Thriller,19.9,1,40,Masculino,2023-09-16,Tapa dura,Física,Librería Sevilla Triana,Transferencia,4
V001069,978-3-97782-833-5,V de Vendetta,Alan Moore,Cómic,17.01,1,68,No binario,2023-02-22,Tapa dura,Online,Tienda Online,Transferencia,5
V001070,978-2-18981-709-1,Una breve historia del tiempo,Stephen Hawking,Ciencia,16.9,2,29,Prefiere no decir,2025-02-07,Kindle,Online,Tienda Online,Bizum,3
V001071,978-3-85880-708-0,Persépolis,Marjane Satrapi,Cómic,16.7,1,16,Masculino,2024-12-02,Tapa dura,Física,Librería Barcelona Gòtic,Tarjeta,5
V001072,978-3-54118-204-1,Juego de Tronos,George R.R. Martin,Fantasía,19.9,1,50,Masculino,2024-07-28,Tapa dura,Física,Librería Valencia Centro,Efectivo,3
V001073,978-9-18326-494-6,Romancero gitano,Federico García Lorca,Poesía,11.99,1,48,No binario,2023-11-07,Tapa dura,Online,Tienda Online,Transferencia,4
V001074,978-5-19287-626-3,Coraline,Neil Gaiman,Fantasía Juvenil,13.9,1,11,No binario,2024-04-10,Tapa dura,Física,Librería Sevilla Triana,Tarjeta,5
V001075,978-6-22676-467-5,Choque de Reyes,George R.R. Martin,Fantasía,17.91,4,62,Femenino,2025-07-20,Bolsillo,Online,Tienda Online,Transferencia,2
V001076,978-4-93886-804-8,Guerra y paz,León Tolstói,Clásico,19.92,1,45,Masculino,2023-04-26,Bolsillo,Online,Tienda Online,PayPal,4
V001077,978-1-42591-296-3,Frankenstein,Mary Shelley,Terror,9.52,1,37,Masculino,2024-06-06,Bolsillo,Física,Librería Sevilla Triana,Bizum,5
V001078,978-3-31417-573-6,Ana Karenina,León Tolstói,Clásico,16.9,1,54,Femenino,2024-02-04,Tapa dura,Física,Librería Central Madrid,PayPal,
V001079,978-8-33416-619-1,La chica del tren,Paula Hawkins,Thriller,13.52,1,52,No binario,2025-06-09,Kindle,Online,Tienda Online,Tarjeta,5
V001080,978-1-16630-767-8,Los pilares de la Tierra,Ken Follett,Histórica,23.0,2,62,No binario,2025-11-05,Kindle,Online,Tienda Online,PayPal,4
V001081,978-8-36062-833-8,Crónicas marcianas,Ray Bradbury,Ciencia Ficción,16.72,1,66,Femenino,2023-04-24,Kindle,Online,Tienda Online,Transferencia,2
V001082,978-9-65461-316-8,"Padre rico, padre pobre",Robert Kiyosaki,Finanzas,17.75,1,25,Prefiere no decir,2024-01-16,Bolsillo,Física,Librería Central Madrid,Bizum,4
V001083,978-5-74042-119-1,Sapiens,Yuval Noah Harari,Ensayo,19.71,1,36,No binario,2023-02-19,Kindle,Online,Tienda Online,PayPal,
V001084,978-8-11504-796-1,El código Da Vinci,Dan Brown,Thriller,14.36,1,54,Femenino,2024-04-19,Kindle,Online,Tienda Online,Efectivo,5
V001085,978-9-71348-641-4,Veinte poemas de amor,Pablo Neruda,Poesía,7.92,1,16,Femenino,2025-12-02,Bolsillo,Online,Tienda Online,Transferencia,5
V001086,978-9-38864-107-1,James y el melocotón gigante,Roald Dahl,Infantil,10.9,2,12,Femenino,2024-02-27,Bolsillo,Física,Librería Barcelona Gòtic,Transferencia,5
V001087,978-6-34957-196-1,El resplandor,Stephen King,Terror,18.9,1,32,Femenino,2025-11-17,Kindle,Online,Tienda Online,Efectivo,5
V001088,978-2-46509-573-3,La peste,Albert Camus,Clásico,14.9,1,22,No binario,2023-11-15,Tapa dura,Física,Librería Valencia Centro,PayPal,5
V001089,978-2-46509-573-3,La peste,Albert Camus,Clásico,14.9,2,24,Femenino,2023-05-05,Tapa dura,Online,Tienda Online,Tarjeta,4
V001090,978-8-31643-371-8,Hábitos atómicos,James Clear,Autoayuda,18.9,1,41,Femenino,2025-11-07,Kindle,Online,Tienda Online,Efectivo,5
V001091,978-0-22224-871-3,Un mundo sin fin,Ken Follett,Histórica,20.61,1,37,Prefiere no decir,2024-12-26,Tapa dura,Física,Librería Sevilla Triana,Bizum,5
V001092,978-6-54597-384-2,El temor de un hombre sabio,Patrick Rothfuss,Fantasía,22.41,2,42,No binario,2025-10-20,Kindle,Online,Tienda Online,Transferencia,
V001093,978-8-31643-371-8,Hábitos atómicos,James Clear,Autoayuda,19.84,1,38,Masculino,2025-04-03,Kindle,Online,Tienda Online,PayPal,5
V001094,978-6-10282-499-4,Patria,Fernando Aramburu,Ficción,15.92,1,75,Masculino,2023-05-30,Kindle,Online,Tienda Online,Transferencia,
V001095,978-4-10851-877-2,El nombre del viento,Patrick Rothfuss,Fantasía,21.9,1,28,Femenino,2024-09-20,Kindle,Online,Tienda Online,Transferencia,5
V001096,978-0-87110-667-3,Charlie y la fábrica de chocolate,Roald Dahl,Infantil,11.9,1,9,Prefiere no decir,2024-06-13,Kindle,Online,Tienda Online,Bizum,5
V001097,978-6-86484-508-5,Ficciones,Jorge Luis Borges,Clásico,11.92,1,47,Masculino,2025-06-01,Kindle,Online,Tienda Online,Tarjeta,5
V001098,978-1-16630-767-8,Los pilares de la Tierra,Ken Follett,Histórica,23.0,2,18,Prefiere no decir,2025-07-06,Tapa dura,Online,Tienda Online,PayPal,
V001099,978-8-11504-796-1,El código Da Vinci,Dan Brown,Thriller,17.75,1,42,No binario,2023-04-18,Kindle,Online,Tienda Online,Tarjeta,5
V001100,978-5-50306-345-0,Homo Deus,Yuval Noah Harari,Ensayo,17.52,1,44,No binario,2025-05-21,Bolsillo,Física,Librería Central Madrid,Bizum,4
V001101,978-3-99733-432-0,Don Quijote de la Mancha,Miguel de Cervantes,Clásico,19.9,3,56,Masculino,2025-10-19,Tapa dura,Física,Librería Valencia Centro,PayPal,5
V001102,978-9-51245-317-7,La sombra del viento,Carlos Ruiz Zafón,Ficción,16.65,2,42,Prefiere no decir,2024-12-28,Kindle,Online,Tienda Online,Transferencia,
V001103,978-0-40007-169-0,El Principito ilustrado,Antoine de Saint-Exupéry,Infantil,12.72,1,12,Prefiere no decir,2023-12-09,Tapa dura,Online,Tienda Online,Efectivo,
